"Time (s)","Pressure (hPa)"
3.250450347E1,1.006781250E3
3.254295562E1,1.006781250E3
3.258140777E1,1.006781250E3
3.261992095E1,1.006783997E3
3.265831207E1,1.006783997E3
3.269697784E1,1.006783997E3
3.273521636E1,1.006783997E3
3.277366851E1,1.006795776E3
3.281212066E1,1.006795776E3
3.285054229E1,1.006795776E3
3.288905547E1,1.006795776E3
3.292747710E1,1.006798523E3
3.296589874E1,1.006798523E3
3.300438140E1,1.006798523E3
3.304283355E1,1.006798523E3
3.308128570E1,1.006798523E3
3.311989043E1,1.006813721E3
3.315819000E1,1.006813721E3
3.319667266E1,1.006813721E3
3.323509429E1,1.006813721E3
3.327351592E1,1.006816528E3
3.331199859E1,1.006816528E3
