"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.701209496E1,1.562515259E0,5.144500732E-1,1.085383606E1
5.701444481E1,1.500305176E0,4.905242920E-1,1.084187317E1
5.701676414E1,1.459625244E0,4.785614014E-1,1.083949280E1
5.701911400E1,1.380661011E0,4.594268799E-1,1.081077576E1
5.702143333E1,1.339981079E0,4.402770996E-1,1.079641724E1
5.702378319E1,1.261016846E0,4.402770996E-1,1.078684998E1
5.702610252E1,1.222732544E0,4.474639893E-1,1.077726746E1
5.702845238E1,1.186843872E0,4.689941406E-1,1.076290894E1
5.703080223E1,1.184448242E0,4.761657715E-1,1.072462463E1
5.703312157E1,1.194015503E0,4.929199219E-1,1.068873596E1
5.703547142E1,1.194015503E0,5.048828125E-1,1.066481018E1
5.703779076E1,1.220336914E0,5.001068115E-1,1.064088440E1
5.704014061E1,1.229904175E0,5.001068115E-1,1.059780884E1
5.704245995E1,1.251449585E0,5.120697021E-1,1.057148743E1
5.704480980E1,1.270584106E0,5.072784424E-1,1.054995728E1
5.704712913E1,1.289733887E0,5.240325928E-1,1.050927734E1
5.704947899E1,1.339981079E0,5.503540039E-1,1.046859741E1
5.705182884E1,1.354339600E0,5.910339355E-1,1.041595459E1
5.705414818E1,1.380661011E0,6.029968262E-1,1.035853577E1
5.705649803E1,1.402191162E0,6.484527588E-1,1.026998901E1
5.705881737E1,1.433303833E0,6.723785400E-1,1.020300293E1
5.706116722E1,1.445266724E0,7.274169922E-1,1.012641907E1
5.706348656E1,1.433303833E0,7.585296631E-1,1.005464172E1
5.706583641E1,1.440475464E0,8.087768555E-1,9.966110229E0
5.706815575E1,1.445266724E0,8.661956787E-1,9.887145996E0
5.707050560E1,1.428512573E0,9.068756104E-1,9.810577393E0
5.707285545E1,1.438079834E0,9.547424316E-1,9.757934570E0
5.707517479E1,1.447662354E0,9.906311035E-1,9.745971680E0
5.707752464E1,1.452438354E0,1.040878296E0,9.707687378E0
5.707984398E1,1.457229614E0,1.083953857E0,9.626327515E0
5.708219383E1,1.454833984E0,1.127014160E0,9.564117432E0
5.708451317E1,1.476364136E0,1.162918091E0,9.489929199E0
5.708686302E1,1.478759766E0,1.203582764E0,9.427719116E0
5.708918236E1,1.466796875E0,1.217941284E0,9.387039185E0
5.709153221E1,1.476364136E0,1.261016846E0,9.351150513E0
5.709385155E1,1.497909546E0,1.318450928E0,9.320037842E0
5.709620140E1,1.500305176E0,1.380661011E0,9.324829102E0
5.709855125E1,1.497909546E0,1.433303833E0,9.305694580E0
5.710087059E1,1.490722656E0,1.500305176E0,9.315261841E0
5.710322044E1,1.495513916E0,1.536193848E0,9.351150513E0
5.710553978E1,1.490722656E0,1.600799561E0,9.379867554E0
5.710788963E1,1.473983765E0,1.655838013E0,9.439682007E0
5.711020897E1,1.471588135E0,1.718048096E0,9.477966309E0
5.711255882E1,1.457229614E0,1.753936768E0,9.535400391E0
5.711487816E1,1.435699463E0,1.799407959E0,9.611968994E0
5.711722801E1,1.390228271E0,1.813766479E0,9.662216187E0
5.711957787E1,1.387832642E0,1.832901001E0,9.707687378E0
5.712189720E1,1.361511230E0,1.828109741E0,9.743576050E0
5.712424705E1,1.347152710E0,1.837692261E0,9.755538940E0
5.712656639E1,1.337585449E0,1.847259521E0,9.765106201E0
5.712891624E1,1.335189819E0,1.844863892E0,9.779464722E0
5.713123558E1,1.313659668E0,1.844863892E0,9.800994873E0
5.713358543E1,1.304092407E0,1.837692261E0,9.832107544E0
5.713590477E1,1.299301147E0,1.837692261E0,9.848861694E0
5.713825462E1,1.284942627E0,1.837692261E0,9.889541626E0
5.714060448E1,1.268188477E0,1.825729370E0,9.918243408E0
5.714292381E1,1.234695435E0,1.816146851E0,9.949356079E0
5.714527367E1,1.213165283E0,1.806579590E0,9.980468750E0
5.714759300E1,1.182052612E0,1.801788330E0,9.994827271E0
5.714994286E1,1.177261353E0,1.792221069E0,1.000199890E1
5.715226219E1,1.146163940E0,1.773086548E0,1.002592468E1
5.715461204E1,1.117446899E0,1.746765137E0,1.004028320E1
5.715693138E1,1.098312378E0,1.708480835E0,1.005943298E1
5.715928123E1,1.100692749E0,1.694122314E0,1.005943298E1
5.716163109E1,1.062408447E0,1.682159424E0,1.008096313E1
5.716395042E1,1.064804077E0,1.660614014E0,1.011685181E1
5.716630028E1,1.067199707E0,1.639083862E0,1.014317322E1
5.716861961E1,1.050445557E0,1.631912231E0,1.015513611E1
5.717096947E1,1.048049927E0,1.627120972E0,1.018624878E1
5.717328880E1,1.048049927E0,1.615158081E0,1.019821167E1
5.717563866E1,1.033706665E0,1.612762451E0,1.021974182E1
5.717798851E1,1.040878296E0,1.603195190E0,1.020060730E1
5.718030784E1,1.036087036E0,1.588836670E0,1.018624878E1
5.718265770E1,1.036087036E0,1.591232300E0,1.018145752E1
5.718497704E1,1.002593994E0,1.596008301E0,1.015513611E1
5.718732689E1,9.906311035E-1,1.598403931E0,1.013600159E1
5.718964622E1,9.810638428E-1,1.593612671E0,1.012164307E1
5.719199608E1,9.738769531E-1,1.615158081E0,1.007617188E1
5.719431541E1,9.882354736E-1,1.617553711E0,1.005703735E1
5.719666527E1,1.000198364E0,1.646255493E0,1.003311157E1
5.719901512E1,1.000198364E0,1.658233643E0,1.002832031E1
5.720133446E1,1.014556885E0,1.684539795E0,1.000439453E1
5.720368431E1,1.036087036E0,1.706085205E0,1.000199890E1
5.720600365E1,1.064804077E0,1.710861206E0,9.987640381E0
5.720835350E1,1.071990967E0,1.710861206E0,9.985244751E0
5.721070335E1,1.091125488E0,1.713256836E0,9.956542969E0
5.721305321E1,1.076766968E0,1.713256836E0,9.927825928E0
5.721537254E1,1.064804077E0,1.710861206E0,9.911071777E0
5.721778343E1,1.048049927E0,1.691726685E0,9.891921997E0
5.722004173E1,1.004989624E0,1.698898315E0,9.848861694E0
5.722239159E1,9.930267334E-1,1.691726685E0,9.820144653E0
5.722474144E1,9.571228027E-1,1.686935425E0,9.796218872E0
5.722706078E1,9.308013916E-1,1.691726685E0,9.760330200E0
5.722941063E1,8.877410889E-1,1.691726685E0,9.753143311E0
5.723172996E1,8.494567871E-1,1.706085205E0,9.743576050E0
5.723407982E1,8.063812256E-1,1.715652466E0,9.734008789E0
5.723639915E1,7.489471436E-1,1.720443726E0,9.686141968E0
5.723874901E1,7.034912109E-1,1.746765137E0,9.626327515E0
5.724106834E1,6.388854980E-1,1.768295288E0,9.568893433E0
5.724341820E1,5.838470459E-1,1.787445068E0,9.535400391E0
5.724573753E1,5.288085938E-1,1.792221069E0,9.504287720E0
5.724808739E1,4.881286621E-1,1.789825439E0,9.466003418E0
5.725043724E1,4.474639893E-1,1.804183960E0,9.415756226E0
5.725275658E1,4.307098389E-1,1.777862549E0,9.370300293E0
5.725510643E1,4.426727295E-1,1.768295288E0,9.303298950E0
5.725742576E1,4.355010986E-1,1.763504028E0,9.243469238E0
5.725977562E1,4.450683594E-1,1.737182617E0,9.188446045E0
5.726209496E1,4.953155518E-1,1.706085205E0,9.109481812E0
5.726444481E1,4.977111816E-1,1.684539795E0,9.011367798E0
5.726676414E1,5.192413330E-1,1.667800903E0,8.930007935E0
5.726911400E1,5.264282227E-1,1.660614014E0,8.839080811E0
5.727146385E1,5.288085938E-1,1.660614014E0,8.774475098E0
5.727378319E1,5.264282227E-1,1.663009644E0,8.702697754E0
5.727613304E1,5.264282227E-1,1.646255493E0,8.640487671E0
5.727845238E1,4.953155518E-1,1.651046753E0,8.614166260E0
5.728080223E1,4.594268799E-1,1.646255493E0,8.549560547E0
5.728312157E1,4.211425781E-1,1.636688232E0,8.528015137E0
5.728547142E1,4.043884277E-1,1.619934082E0,8.489730835E0
5.728779076E1,3.708801270E-1,1.622329712E0,8.470596313E0
5.729014061E1,3.349914551E-1,1.598403931E0,8.456237793E0
5.729249046E1,3.014984131E-1,1.579269409E0,8.468200684E0
5.729480980E1,2.847442627E-1,1.557723999E0,8.482559204E0
5.729715965E1,2.536315918E-1,1.524230957E0,8.496917725E0
5.729947899E1,2.297058105E-1,1.495513916E0,8.537597656E0
5.730182884E1,2.225341797E-1,1.445266724E0,8.583053589E0
5.730414818E1,2.297058105E-1,1.421340942E0,8.618942261E0
5.730649803E1,2.225341797E-1,1.399795532E0,8.652450562E0
5.730884788E1,2.081756592E-1,1.363906860E0,8.743377686E0
5.731116722E1,1.794586182E-1,1.351943970E0,8.791229248E0
5.731351707E1,1.651000977E-1,1.356735229E0,8.843872070E0
5.731583641E1,1.435699463E-1,1.344772339E0,8.915664673E0
5.731818626E1,1.435699463E-1,1.332809448E0,8.951553345E0
5.732050560E1,1.220397949E-1,1.328018188E0,8.977874756E0
5.732285545E1,1.028900146E-1,1.318450928E0,8.982650757E0
5.732517479E1,8.853149414E-2,1.339981079E0,9.011367798E0
5.732752464E1,6.700134277E-2,1.335189819E0,9.037689209E0
5.732987450E1,5.264282227E-2,1.339981079E0,9.059234619E0
5.733219383E1,5.264282227E-2,1.349548340E0,9.073577881E0
5.733454369E1,4.785156250E-2,1.356735229E0,9.073577881E0
5.733686302E1,5.024719238E-2,1.371093750E0,9.066406250E0
5.733921287E1,4.785156250E-2,1.375869751E0,9.083160400E0
5.734153221E1,4.785156250E-2,1.387832642E0,9.066406250E0
5.734388206E1,4.785156250E-2,1.392623901E0,9.040084839E0
5.734620140E1,4.785156250E-2,1.406982422E0,9.035293579E0
5.734855125E1,4.785156250E-2,1.392623901E0,9.004196167E0
5.735090111E1,4.785156250E-2,1.414154053E0,8.992233276E0
5.735322044E1,4.785156250E-2,1.418945312E0,8.949157715E0
5.735557030E1,4.785156250E-2,1.416549683E0,8.915664673E0
5.735788963E1,4.785156250E-2,1.440475464E0,8.898910522E0
5.736023949E1,4.785156250E-2,1.445266724E0,8.877365112E0
5.736255882E1,4.785156250E-2,1.478759766E0,8.872589111E0
5.736490868E1,4.785156250E-2,1.512268066E0,8.860626221E0
5.736722801E1,4.785156250E-2,1.521835327E0,8.839080811E0
5.736957787E1,5.024719238E-2,1.555328369E0,8.839080811E0
5.737192772E1,6.939697266E-2,1.584045410E0,8.824737549E0
5.737424705E1,6.939697266E-2,1.603195190E0,8.822341919E0
5.737659691E1,5.981445312E-2,1.607971191E0,8.803192139E0
5.737891624E1,6.939697266E-2,1.617553711E0,8.781661987E0
5.738126610E1,8.135986328E-2,1.612762451E0,8.755340576E0
5.738358543E1,6.221008301E-2,1.586441040E0,8.729019165E0
5.738593529E1,5.264282227E-2,1.586441040E0,8.726623535E0
5.738825462E1,4.785156250E-2,1.598403931E0,8.707489014E0
5.739060448E1,4.785156250E-2,1.607971191E0,8.678771973E0
5.739295433E1,4.785156250E-2,1.562515259E0,8.669189453E0
5.739527367E1,4.785156250E-2,1.572082520E0,8.611770630E0
5.739762352E1,4.785156250E-2,1.576873779E0,8.568695068E0
5.739994286E1,4.785156250E-2,1.550552368E0,8.523239136E0
5.740229271E1,4.785156250E-2,1.536193848E0,8.472991943E0
5.740461204E1,4.785156250E-2,1.521835327E0,8.446670532E0
5.740696190E1,4.785156250E-2,1.497909546E0,8.403594971E0
5.740928123E1,5.024719238E-2,1.476364136E0,8.367706299E0
5.741163109E1,6.460571289E-2,1.454833984E0,8.329421997E0
5.741398094E1,6.939697266E-2,1.421340942E0,8.300704956E0
5.741630028E1,8.613586426E-2,1.399795532E0,8.279159546E0
5.741865013E1,9.809875488E-2,1.375869751E0,8.264816284E0
5.742096947E1,1.268157959E-1,1.366302490E0,8.276779175E0
5.742331932E1,1.483612061E-1,1.335189819E0,8.305480957E0
5.742563866E1,1.746826172E-1,1.351943970E0,8.362915039E0
5.742798851E1,2.225341797E-1,1.361511230E0,8.441879272E0
5.743030784E1,2.751770020E-1,1.390228271E0,8.530410767E0
5.743265770E1,3.302154541E-1,1.395019531E0,8.602203369E0
5.743500755E1,3.732757568E-1,1.395019531E0,8.702697754E0
5.743732689E1,4.163513184E-1,1.409378052E0,8.831909180E0
5.743967674E1,4.498443604E-1,1.406982422E0,8.937194824E0
5.744199608E1,4.953155518E-1,1.421340942E0,9.049652100E0
5.744434593E1,5.192413330E-1,1.418945312E0,9.150161743E0
5.744666527E1,5.575256348E-1,1.397415161E0,9.217147827E0
5.744901512E1,5.694885254E-1,1.356735229E0,9.269790649E0
5.745133446E1,5.766754150E-1,1.332809448E0,9.324829102E0
5.745368431E1,5.790557861E-1,1.289733887E0,9.348754883E0
5.745600365E1,5.623168945E-1,1.258621216E0,9.351150513E0
5.745835350E1,5.431671143E-1,1.227523804E0,9.327224731E0
5.746070335E1,5.024871826E-1,1.186843872E0,9.300903320E0
5.746302269E1,4.689941406E-1,1.127014160E0,9.253051758E0
5.746537254E1,4.235229492E-1,1.095916748E0,9.200408936E0
5.746769188E1,3.708801270E-1,1.050445557E0,9.119049072E0
5.747004173E1,3.230285645E-1,1.002593994E0,9.037689209E0
5.747236107E1,2.416687012E-1,9.667053223E-1,8.951553345E0
5.747471092E1,2.129669189E-1,9.475555420E-1,8.879760742E0
5.747703026E1,1.507415771E-1,9.164581299E-1,8.817550659E0
5.747938011E1,1.363983154E-1,8.877410889E-1,8.743377686E0
5.748172996E1,1.076812744E-1,8.566284180E-1,8.664413452E0
5.748404930E1,7.177734375E-2,8.303070068E-1,8.578262329E0
5.748639915E1,5.024719238E-2,8.135528564E-1,8.501693726E0
5.748871849E1,4.785156250E-2,7.752685547E-1,8.408386230E0
5.749106834E1,4.785156250E-2,7.561340332E-1,8.350952148E0
5.749338768E1,3.588867188E-2,7.465667725E-1,8.283950806E0
5.749576805E1,2.392578125E-2,7.369842529E-1,8.236099243E0
5.749808739E1,-4.791259766E-3,7.417755127E-1,8.216949463E0
5.750043724E1,-3.111267090E-2,7.417755127E-1,8.188232422E0
5.750275658E1,-4.307556152E-2,7.417755127E-1,8.140380859E0
5.750510643E1,-7.896423340E-2,7.609100342E-1,8.140380859E0
5.750742576E1,-1.124572754E-1,7.776641846E-1,8.142776489E0
5.750977562E1,-1.244201660E-1,7.968139648E-1,8.147567749E0
5.751212547E1,-1.555328369E-1,8.446655273E-1,8.152343750E0
5.751444481E1,-2.057800293E-1,8.925170898E-1,8.171493530E0
5.751679466E1,-2.153472900E-1,9.403839111E-1,8.185852051E0
5.751911400E1,-2.560272217E-1,9.690856934E-1,8.226531982E0
5.752146385E1,-2.512512207E-1,1.016952515E0,8.283950806E0
5.752378319E1,-2.632141113E-1,1.045669556E0,8.336593628E0
5.752613304E1,-2.273254395E-1,1.086334229E0,8.396408081E0
5.752848289E1,-1.890258789E-1,1.100692749E0,8.461029053E0
5.753080223E1,-1.507415771E-1,1.110275269E0,8.516052246E0
5.753315208E1,-9.332275391E-2,1.107879639E0,8.575881958E0
5.753547142E1,-3.828430176E-2,1.117446899E0,8.666809082E0
5.753782127E1,7.171630859E-3,1.103088379E0,8.745773315E0
5.754014061E1,4.785156250E-2,1.088729858E0,8.822341919E0
5.754249046E1,5.024719238E-2,1.074371338E0,8.922836304E0
5.754480980E1,5.981445312E-2,1.081558228E0,9.011367798E0
5.754715965E1,7.656860352E-2,1.074371338E0,9.085556030E0
5.754950950E1,9.092712402E-2,1.050445557E0,9.157333374E0
5.755182884E1,9.571838379E-2,1.050445557E0,9.217147827E0
5.755417870E1,9.809875488E-2,1.048049927E0,9.272186279E0
5.755649803E1,1.196441650E-1,1.040878296E0,9.341583252E0
5.755884788E1,9.092712402E-2,1.048049927E0,9.391830444E0
5.756116722E1,7.896423340E-2,1.055236816E0,9.458831787E0
5.756351707E1,5.743408203E-2,1.033706665E0,9.521041870E0
5.756586693E1,5.503845215E-2,1.043273926E0,9.535400391E0
5.756818626E1,4.785156250E-2,1.033706665E0,9.564117432E0
5.757053612E1,4.785156250E-2,1.019348145E0,9.578475952E0
5.757285545E1,3.111267090E-2,9.978027344E-1,9.578475952E0
5.757520531E1,1.435852051E-2,9.882354736E-1,9.602401733E0
5.757752464E1,0.000000000E0,9.882354736E-1,9.628723145E0
5.757987450E1,0.000000000E0,9.858398438E-1,9.657424927E0
5.758219383E1,1.196289062E-2,9.906311035E-1,9.674179077E0
5.758454369E1,4.547119141E-2,1.026519775E0,9.698104858E0
5.758689354E1,4.785156250E-2,1.038482666E0,9.745971680E0
5.758921287E1,4.785156250E-2,1.079162598E0,9.750747681E0
5.759156273E1,5.024719238E-2,1.107879639E0,9.767501831E0
5.759388206E1,4.785156250E-2,1.138977051E0,9.784255981E0
5.759623192E1,4.785156250E-2,1.158126831E0,9.817749023E0
5.759855125E1,4.307556152E-2,1.182052612E0,9.851257324E0
5.760090111E1,4.785156250E-2,1.189239502E0,9.865615845E0
5.760322044E1,4.067993164E-2,1.205978394E0,9.879959106E0
5.760557030E1,4.547119141E-2,1.205978394E0,9.906280518E0
5.760792015E1,4.785156250E-2,1.234695435E0,9.920639038E0
5.761023949E1,4.785156250E-2,1.256225586E0,9.930221558E0
5.761258934E1,6.221008301E-2,1.272979736E0,9.946960449E0
5.761490868E1,1.028900146E-1,1.292129517E0,9.968505859E0
5.761725853E1,1.555328369E-1,1.320831299E0,9.990036011E0
5.761957787E1,2.033843994E-1,1.344772339E0,1.003788757E1
5.762198875E1,2.679901123E-1,1.387832642E0,1.007139587E1
5.762424705E1,3.158569336E-1,1.418945312E0,1.010249329E1
5.762659691E1,3.589172363E-1,1.445266724E0,1.015513611E1
5.762891624E1,4.067840576E-1,1.485946655E0,1.016709900E1
5.763126610E1,4.522399902E-1,1.507476807E0,1.020300293E1
5.763358543E1,4.713897705E-1,1.540985107E0,1.025085449E1
5.763593529E1,4.953155518E-1,1.576873779E0,1.027717590E1
5.763828514E1,5.024871826E-1,1.603195190E0,1.030349731E1
5.764060448E1,5.264282227E-1,1.619934082E0,1.034417725E1
5.764295433E1,5.240325928E-1,1.619934082E0,1.037287903E1
5.764527367E1,5.264282227E-1,1.634292603E0,1.039682007E1
5.764762352E1,5.240325928E-1,1.631912231E0,1.039442444E1
5.764994286E1,5.144500732E-1,1.627120972E0,1.038006592E1
5.765229271E1,5.096740723E-1,1.617553711E0,1.038006592E1
5.765461204E1,4.881286621E-1,1.598403931E0,1.036331177E1
5.765696190E1,4.642028809E-1,1.564910889E0,1.033699036E1
5.765928123E1,4.331054688E-1,1.529006958E0,1.033699036E1
5.766163109E1,4.043884277E-1,1.507476807E0,1.029631042E1
5.766398094E1,3.613128662E-1,1.454833984E0,1.029153442E1
5.766630028E1,3.421783447E-1,1.428512573E0,1.025564575E1
5.766865013E1,3.110656738E-1,1.383056641E0,1.022213745E1
5.767096947E1,2.871398926E-1,1.342376709E0,1.018864441E1
5.767331932E1,2.703857422E-1,1.296905518E0,1.014796448E1
5.767563866E1,2.416687012E-1,1.282546997E0,1.008096313E1
5.767798851E1,2.273254395E-1,1.222732544E0,1.005224609E1
5.768030784E1,2.440643311E-1,1.205978394E0,1.000439453E1
5.768265770E1,2.464599609E-1,1.172485352E0,9.949356079E0
5.768497704E1,2.512512207E-1,1.146163940E0,9.891921997E0
5.768732689E1,2.536315918E-1,1.124633789E0,9.851257324E0
5.768967674E1,2.632141113E-1,1.088729858E0,9.808181763E0
5.769199608E1,2.823486328E-1,1.079162598E0,9.769897461E0
5.769434593E1,2.967071533E-1,1.062408447E0,9.753143311E0
5.769666527E1,3.110656738E-1,1.033706665E0,9.750747681E0
5.769901512E1,3.565368652E-1,1.016952515E0,9.736389160E0
5.770133446E1,4.043884277E-1,1.033706665E0,9.707687378E0
5.770368431E1,4.402770996E-1,1.064804077E0,9.683746338E0
5.770600365E1,4.905242920E-1,1.064804077E0,9.683746338E0
5.770835350E1,5.335998535E-1,1.076766968E0,9.698104858E0
5.771067284E1,6.077728271E-1,1.093521118E0,9.705291748E0
5.771302269E1,6.676025391E-1,1.095916748E0,9.724426270E0
5.771537254E1,7.154541016E-1,1.079162598E0,9.736389160E0
5.771769188E1,7.609100342E-1,1.091125488E0,9.750747681E0
5.772004173E1,8.063812256E-1,1.107879639E0,9.753143311E0
5.772236107E1,8.327026367E-1,1.119842529E0,9.777069092E0
5.772471092E1,8.518524170E-1,1.134201050E0,9.817749023E0
5.772703026E1,8.709869385E-1,1.138977051E0,9.834503174E0
5.772938011E1,9.044799805E-1,1.148559570E0,9.879959106E0
5.773169945E1,9.355926514E-1,1.162918091E0,9.923034668E0
5.773404930E1,9.547424316E-1,1.162918091E0,9.954147339E0
5.773636864E1,9.906311035E-1,1.184448242E0,1.000679016E1
5.773871849E1,1.031311035E0,1.186843872E0,1.004267883E1
5.774103783E1,1.062408447E0,1.198806763E0,1.009292603E1
5.774338768E1,1.093521118E0,1.189239502E0,1.012641907E1
5.774573753E1,1.134201050E0,1.208374023E0,1.016232300E1
5.774805687E1,1.174880981E0,1.205978394E0,1.018864441E1
5.775040672E1,1.201202393E0,1.203582764E0,1.020777893E1
5.775272606E1,1.225128174E0,1.208374023E0,1.023410034E1
5.775507591E1,1.261016846E0,1.201202393E0,1.025325012E1
5.775739525E1,1.304092407E0,1.182052612E0,1.026760864E1
5.775974510E1,1.328018188E0,1.162918091E0,1.025802612E1
5.776206444E1,1.347152710E0,1.131805420E0,1.026998901E1
5.776441429E1,1.361511230E0,1.083953857E0,1.021257019E1
5.776676414E1,1.380661011E0,1.052841187E0,1.015513611E1
5.776908348E1,1.378265381E0,1.040878296E0,1.008813477E1
5.777143333E1,1.368698120E0,9.978027344E-1,1.002592468E1
5.777375267E1,1.368698120E0,9.547424316E-1,9.954147339E0
5.777610252E1,1.366302490E0,9.331970215E-1,9.865615845E0
5.777842186E1,1.368698120E0,9.116668701E-1,9.810577393E0
5.778080223E1,1.332809448E0,8.781585693E-1,9.753143311E0
5.778312157E1,1.316055298E0,8.638153076E-1,9.743576050E0
5.778547142E1,1.304092407E0,8.638153076E-1,9.693328857E0
5.778782127E1,1.308868408E0,8.638153076E-1,9.652648926E0
5.779014061E1,1.311264038E0,8.542327881E-1,9.628723145E0
5.779249046E1,1.328018188E0,8.327026367E-1,9.602401733E0
5.779480980E1,1.335189819E0,8.279113770E-1,9.568893433E0
5.779715965E1,1.330413818E0,8.279113770E-1,9.549758911E0
5.779947899E1,1.335189819E0,8.159484863E-1,9.518646240E0
5.780182884E1,1.354339600E0,8.063812256E-1,9.523437500E0
5.780414818E1,1.356735229E0,8.207397461E-1,9.528213501E0
5.780649803E1,1.349548340E0,8.015899658E-1,9.511474609E0
5.780881737E1,1.354339600E0,8.039855957E-1,9.470794678E0
5.781116722E1,1.347152710E0,8.159484863E-1,9.470794678E0
5.781351707E1,1.339981079E0,8.063812256E-1,9.434906006E0
5.781583641E1,1.347152710E0,7.872314453E-1,9.418151855E0
5.781818626E1,1.349548340E0,7.944183350E-1,9.399002075E0
5.782050560E1,1.347152710E0,7.752685547E-1,9.379867554E0
5.782285545E1,1.356735229E0,7.728881836E-1,9.365509033E0
5.782517479E1,1.351943970E0,7.537384033E-1,9.355941772E0
5.782752464E1,1.359130859E0,7.346038818E-1,9.367904663E0
5.782984398E1,1.366302490E0,7.657012939E-1,9.389434814E0
5.783219383E1,1.404586792E0,7.776641846E-1,9.387039185E0
5.783454369E1,1.433303833E0,7.872314453E-1,9.413360596E0
5.783686302E1,1.457229614E0,7.776641846E-1,9.422943115E0
5.783921287E1,1.483551025E0,7.800598145E-1,9.430114746E0
5.784153221E1,1.524230957E0,7.776641846E-1,9.446868896E0
5.784388206E1,1.550552368E0,7.633056641E-1,9.442077637E0
5.784620140E1,1.574478149E0,7.657012939E-1,9.461227417E0
5.784855125E1,1.579269409E0,7.585296631E-1,9.482757568E0
5.785087059E1,1.605590820E0,7.441711426E-1,9.499511719E0
5.785322044E1,1.631912231E0,7.322082520E-1,9.497116089E0
5.785553978E1,1.674972534E0,7.178497314E-1,9.509078979E0
5.785788963E1,1.732406616E0,7.034912109E-1,9.511474609E0
5.786023949E1,1.787445068E0,7.010955811E-1,9.482757568E0
5.786255882E1,1.806579590E0,6.915283203E-1,9.442077637E0
5.786490868E1,1.830505371E0,6.771697998E-1,9.422943115E0
5.786722801E1,1.875976562E0,6.843414307E-1,9.389434814E0
5.786957787E1,1.921432495E0,6.939239502E-1,9.355941772E0
5.787189720E1,1.964508057E0,6.867370605E-1,9.334396362E0
5.787424705E1,1.998001099E0,6.891326904E-1,9.300903320E0
5.787656639E1,2.041076660E0,7.274169922E-1,9.305694580E0
5.787891624E1,2.069793701E0,7.513427734E-1,9.315261841E0
5.788123558E1,2.110473633E0,7.800598145E-1,9.346359253E0
5.788358543E1,2.160720825E0,8.015899658E-1,9.329620361E0
5.788593529E1,2.206176758E0,7.944183350E-1,9.363113403E0
5.788825462E1,2.237289429E0,8.111724854E-1,9.406188965E0
5.789060448E1,2.263610840E0,8.207397461E-1,9.446868896E0
5.789292381E1,2.321044922E0,8.279113770E-1,9.461227417E0
5.789527367E1,2.368896484E0,8.398742676E-1,9.513870239E0
5.789759300E1,2.433502197E0,8.685913086E-1,9.566513062E0
5.789994286E1,2.490921021E0,8.829498291E-1,9.621536255E0
5.790226219E1,2.550750732E0,8.949127197E-1,9.652648926E0
5.790461204E1,2.584243774E0,9.044799805E-1,9.705291748E0
5.790696190E1,2.629714966E0,8.973083496E-1,9.738784790E0
5.790928123E1,2.651245117E0,9.044799805E-1,9.748352051E0
5.791163109E1,2.672790527E0,8.973083496E-1,9.753143311E0
5.791395042E1,2.679962158E0,9.092712402E-1,9.750747681E0
5.791630028E1,2.677566528E0,9.044799805E-1,9.745971680E0
5.791861961E1,2.696716309E0,9.116668701E-1,9.705291748E0
5.792096947E1,2.691925049E0,8.877410889E-1,9.650253296E0
5.792328880E1,2.663208008E0,8.781585693E-1,9.602401733E0
5.792563866E1,2.644073486E0,8.542327881E-1,9.516250610E0
5.792795799E1,2.593826294E0,8.279113770E-1,9.454040527E0
5.793030784E1,2.562713623E0,8.111724854E-1,9.384643555E0
5.793262718E1,2.529220581E0,7.704925537E-1,9.343978882E0
5.793497704E1,2.490921021E0,7.417755127E-1,9.327224731E0
5.793729637E1,2.452636719E0,7.034912109E-1,9.281753540E0
5.793964622E1,2.411972046E0,6.628112793E-1,9.248260498E0
5.794199608E1,2.395217896E0,6.316986084E-1,9.236297607E0
5.794431541E1,2.392822266E0,5.910339355E-1,9.269790649E0
5.794666527E1,2.402389526E0,5.359954834E-1,9.317657471E0
5.794898460E1,2.404785156E0,4.713897705E-1,9.346359253E0
5.795133446E1,2.373687744E0,4.283142090E-1,9.430114746E0
5.795365379E1,2.340179443E0,4.067840576E-1,9.485153198E0
5.795600365E1,2.275573730E0,3.661041260E-1,9.530609131E0
5.795832298E1,2.225326538E0,3.517456055E-1,9.552154541E0
5.796067284E1,2.230117798E0,3.373870850E-1,9.521041870E0
5.796299217E1,2.215759277E0,3.182525635E-1,9.499511719E0
5.796534203E1,2.208572388E0,3.110656738E-1,9.454040527E0
5.796769188E1,2.201400757E0,3.182525635E-1,9.437286377E0
5.797001121E1,2.179855347E0,3.397827148E-1,9.377471924E0
5.797236107E1,2.155929565E0,3.589172363E-1,9.332015991E0
5.797468040E1,2.124832153E0,3.756713867E-1,9.296112061E0
5.797703026E1,2.091323853E0,4.259185791E-1,9.224334717E0
5.797934959E1,2.084152222E0,4.618072510E-1,9.159729004E0
5.798169945E1,2.105682373E0,4.977111816E-1,9.140579224E0
5.798401878E1,2.115249634E0,5.575256348E-1,9.092727661E0
5.798636864E1,2.141571045E0,6.077728271E-1,9.056838989E0
5.798871849E1,2.184646606E0,6.652069092E-1,9.023330688E0
5.799103783E1,2.242080688E0,7.202453613E-1,9.004196167E0
5.799338768E1,2.306686401E0,7.633056641E-1,9.018554688E0
5.799570702E1,2.368896484E0,8.063812256E-1,9.028121948E0
5.799805687E1,2.423934937E0,8.303070068E-1,9.044876099E0
