"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.884586387E1,5.455627441E-1,2.007583618E0,8.630905151E0
1.884818321E1,5.527496338E-1,2.055435181E0,8.707489014E0
1.885053306E1,5.670928955E-1,2.067398071E0,8.841476440E0
1.885285240E1,5.982055664E-1,2.076965332E0,9.016159058E0
1.885520225E1,6.293182373E-1,2.086547852E0,9.202789307E0
1.885752159E1,6.580200195E-1,2.060226440E0,9.413360596E0
1.885987144E1,6.843414307E-1,2.017150879E0,9.643081665E0
1.886222130E1,7.106628418E-1,1.969299316E0,9.808181763E0
1.886454063E1,7.346038818E-1,1.878372192E0,1.003549194E1
1.886692100E1,7.752685547E-1,1.799407959E0,1.021974182E1
1.886924034E1,8.207397461E-1,1.696517944E0,1.038723755E1
1.887159019E1,8.446655273E-1,1.600799561E0,1.052603149E1
1.887390953E1,8.518524170E-1,1.512268066E0,1.064088440E1
1.887625938E1,8.494567871E-1,1.428512573E0,1.071745300E1
1.887860924E1,8.398742676E-1,1.320831299E0,1.076052856E1
1.888092857E1,8.087768555E-1,1.256225586E0,1.073660278E1
1.888327842E1,7.346038818E-1,1.186843872E0,1.068395996E1
1.888559776E1,6.364898682E-1,1.131805420E0,1.061935425E1
1.888794761E1,5.264282227E-1,1.057632446E0,1.057388306E1
1.889026695E1,4.355010986E-1,1.000198364E0,1.050448608E1
1.889261680E1,3.684997559E-1,9.379882812E-1,1.043270874E1
1.889493614E1,2.775726318E-1,9.092712402E-1,1.030349731E1
1.889728599E1,1.698913574E-1,9.044799805E-1,1.017668152E1
1.889963585E1,7.417297363E-2,8.853454590E-1,1.003071594E1
1.890195518E1,4.785156250E-2,8.757781982E-1,9.911071777E0
1.890430504E1,-6.700134277E-2,8.949127197E-1,9.762710571E0
1.890662437E1,-1.890258789E-1,9.068756104E-1,9.659820557E0
1.890897422E1,-3.014984131E-1,9.212341309E-1,9.475585938E0
1.891129356E1,-3.876342773E-1,9.260253906E-1,9.341583252E0
1.891364341E1,-4.737854004E-1,9.236297607E-1,9.193222046E0
1.891596275E1,-5.479583740E-1,9.260253906E-1,9.047256470E0
1.891831260E1,-5.551300049E-1,9.427795410E-1,8.922836304E0
1.892063194E1,-5.575256348E-1,9.643096924E-1,8.851058960E0
1.892298179E1,-5.359954834E-1,9.882354736E-1,8.764907837E0
1.892533165E1,-4.785614014E-1,1.002593994E0,8.740982056E0
1.892765098E1,-3.900299072E-1,1.026519775E0,8.736190796E0
1.893000084E1,-2.847442627E-1,1.064804077E0,8.750549316E0
1.893232017E1,-1.603240967E-1,1.117446899E0,8.748153687E0
1.893467003E1,-1.914978027E-2,1.194015503E0,8.767303467E0
1.893698936E1,4.785156250E-2,1.292129517E0,8.803192139E0
1.893933922E1,1.244201660E-1,1.380661011E0,8.863021851E0
1.894168907E1,2.416687012E-1,1.445266724E0,8.944366455E0
1.894400840E1,3.613128662E-1,1.536193848E0,9.056838989E0
1.894635826E1,4.857482910E-1,1.610366821E0,9.195617676E0
1.894867759E1,6.149597168E-1,1.655838013E0,9.353546143E0
1.895102745E1,7.154541016E-1,1.710861206E0,9.518646240E0
1.895334678E1,8.255310059E-1,1.751541138E0,9.674179077E0
1.895569664E1,9.284210205E-1,1.794616699E0,9.784255981E0
1.895804649E1,1.028915405E0,1.799407959E0,9.949356079E0
1.896036583E1,1.100692749E0,1.820938110E0,1.008813477E1
1.896271568E1,1.167694092E0,1.801788330E0,1.023410034E1
1.896503502E1,1.241882324E0,1.785049438E0,1.037767029E1
1.896738487E1,1.282546997E0,1.770690918E0,1.052363586E1
1.896970421E1,1.313659668E0,1.720443726E0,1.065524292E1
1.897205406E1,1.332809448E0,1.674972534E0,1.076052856E1
1.897440391E1,1.325622559E0,1.627120972E0,1.083949280E1
1.897672325E1,1.301696777E0,1.562515259E0,1.090887451E1
1.897907310E1,1.265808105E0,1.488342285E0,1.097348022E1
1.898139244E1,1.177261353E0,1.418945312E0,1.099263000E1
1.898374229E1,1.091125488E0,1.375869751E0,1.099980164E1
1.898606163E1,9.882354736E-1,1.296905518E0,1.100698853E1
1.898841148E1,8.997039795E-1,1.232299805E0,1.108355713E1
1.899076133E1,8.087768555E-1,1.155731201E0,1.115295410E1
1.899308067E1,7.704925537E-1,1.074371338E0,1.118644714E1
1.899543052E1,7.441711426E-1,9.882354736E-1,1.122473145E1
1.899774986E1,7.298126221E-1,9.355926514E-1,1.126780701E1
1.900009971E1,7.178497314E-1,8.925170898E-1,1.130609131E1
1.900241905E1,6.867370605E-1,8.422698975E-1,1.134915161E1
1.900476890E1,6.699829102E-1,7.896270752E-1,1.140419006E1
1.900708824E1,6.532440186E-1,7.680969238E-1,1.146401978E1
1.900943809E1,6.077728271E-1,7.369842529E-1,1.150230408E1
1.901178795E1,6.029968262E-1,7.130584717E-1,1.152622986E1
1.901410728E1,5.910339355E-1,7.106628418E-1,1.156929016E1
1.901645714E1,5.670928955E-1,7.058868408E-1,1.160279846E1
1.901877647E1,5.383911133E-1,7.226257324E-1,1.164108276E1
1.902112632E1,5.120697021E-1,7.178497314E-1,1.165544128E1
1.902344566E1,4.881286621E-1,7.298126221E-1,1.164587402E1
1.902579551E1,4.761657715E-1,7.752685547E-1,1.162911987E1
1.902814537E1,4.665985107E-1,7.968139648E-1,1.158843994E1
1.903046470E1,4.642028809E-1,8.374938965E-1,1.152143860E1
1.903281456E1,4.833526611E-1,8.733825684E-1,1.143530273E1
1.903513389E1,5.144500732E-1,9.116668701E-1,1.132762146E1
1.903748375E1,5.431671143E-1,9.571228027E-1,1.119841003E1
1.903980308E1,5.790557861E-1,1.004989624E0,1.105723572E1
1.904215294E1,6.101684570E-1,1.050445557E0,1.089213562E1
1.904447227E1,6.412811279E-1,1.091125488E0,1.071028137E1
1.904682213E1,6.915283203E-1,1.143768311E0,1.053559875E1
1.904917198E1,7.298126221E-1,1.210769653E0,1.037287903E1
1.905149132E1,7.824554443E-1,1.244262695E0,1.019581604E1
1.905384117E1,8.039855957E-1,1.292129517E0,1.004985046E1
1.905616050E1,8.255310059E-1,1.330413818E0,9.882354736E0
1.905851036E1,8.350982666E-1,1.404586792E0,9.755538940E0
1.906082969E1,8.590240479E-1,1.457229614E0,9.678970337E0
1.906317955E1,8.255310059E-1,1.500305176E0,9.571289062E0
1.906552940E1,8.255310059E-1,1.560119629E0,9.470794678E0
1.906784874E1,8.063812256E-1,1.600799561E0,9.365509033E0
1.907016807E1,7.944183350E-1,1.617553711E0,9.269790649E0
1.907251793E1,7.657012939E-1,1.641479492E0,9.200408936E0
1.907486778E1,7.417755127E-1,1.660614014E0,9.154937744E0
1.907718712E1,7.130584717E-1,1.677368164E0,9.121444702E0
1.907953697E1,7.034912109E-1,1.694122314E0,9.095123291E0
1.908185631E1,6.867370605E-1,1.706085205E0,9.116653442E0
1.908420616E1,6.532440186E-1,1.701293945E0,9.135803223E0
1.908655601E1,6.269226074E-1,1.713256836E0,9.164505005E0
1.908887535E1,5.838470459E-1,1.698898315E0,9.198013306E0
1.909122520E1,5.479583740E-1,1.682159424E0,9.233901978E0
1.909354454E1,5.072784424E-1,1.679763794E0,9.312866211E0
1.909589439E1,4.785614014E-1,1.641479492E0,9.370300293E0
1.909821373E1,4.498443604E-1,1.631912231E0,9.432510376E0
1.910056358E1,3.948211670E-1,1.598403931E0,9.511474609E0
1.910288292E1,3.517456055E-1,1.567306519E0,9.588043213E0
1.910523277E1,3.325958252E-1,1.560119629E0,9.667007446E0
1.910758262E1,3.014984131E-1,1.529006958E0,9.734008789E0
1.910990196E1,2.656097412E-1,1.507476807E0,9.750747681E0
1.911225181E1,2.201385498E-1,1.502685547E0,9.760330200E0
1.911457115E1,1.842498779E-1,1.505081177E0,9.805786133E0
1.911692100E1,1.411743164E-1,1.490722656E0,9.803390503E0
1.911924034E1,1.052856445E-1,1.481155396E0,9.827316284E0
1.912159019E1,7.417297363E-2,1.481155396E0,9.841674805E0
1.912390953E1,4.785156250E-2,1.490722656E0,9.863220215E0
1.912625938E1,4.785156250E-2,1.485946655E0,9.879959106E0
1.912857872E1,7.171630859E-3,1.478759766E0,9.863220215E0
1.913092857E1,-2.632141113E-2,1.454833984E0,9.901504517E0
1.913327842E1,-5.264282227E-2,1.445266724E0,9.925430298E0
1.913559776E1,-5.503845215E-2,1.454833984E0,9.937393188E0
1.913794761E1,-5.981445312E-2,1.442871094E0,9.939788818E0
1.914026695E1,-6.460571289E-2,1.433303833E0,9.927825928E0
1.914261680E1,-5.264282227E-2,1.430908203E0,9.903900146E0
1.914493614E1,-5.024719238E-2,1.409378052E0,9.896713257E0
1.914728599E1,-4.307556152E-2,1.392623901E0,9.891921997E0
1.914960533E1,-5.503845215E-2,1.380661011E0,9.889541626E0
1.915195518E1,-6.460571289E-2,1.363906860E0,9.884750366E0
1.915433555E1,-7.656860352E-2,1.351943970E0,9.891921997E0
1.915665489E1,-5.743408203E-2,1.335189819E0,9.896713257E0
1.915900474E1,-3.588867188E-2,1.337585449E0,9.877578735E0
1.916132408E1,-1.914978027E-2,1.337585449E0,9.870391846E0
1.916367393E1,-1.196289062E-2,1.332809448E0,9.870391846E0
1.916599327E1,1.196289062E-2,1.323226929E0,9.839294434E0
1.916834312E1,3.111267090E-2,1.325622559E0,9.786651611E0
1.917066246E1,4.067993164E-2,1.318450928E0,9.767501831E0
1.917301231E1,4.785156250E-2,1.313659668E0,9.753143311E0
1.917533165E1,4.785156250E-2,1.313659668E0,9.753143311E0
1.917768150E1,5.024719238E-2,1.318450928E0,9.750747681E0
1.918003135E1,7.417297363E-2,1.337585449E0,9.731613159E0
1.918235069E1,8.613586426E-2,1.359130859E0,9.674179077E0
1.918470054E1,1.004943848E-1,1.371093750E0,9.602401733E0
1.918701988E1,1.340026855E-1,1.423736572E0,9.564117432E0
1.918936973E1,1.483612061E-1,1.440475464E0,9.542572021E0
1.919168907E1,1.746826172E-1,1.478759766E0,9.480361938E0
1.919403892E1,2.177429199E-1,1.485946655E0,9.454040527E0
1.919635826E1,2.321014404E-1,1.517044067E0,9.413360596E0
1.919870811E1,2.536315918E-1,1.524230957E0,9.351150513E0
1.920105796E1,2.823486328E-1,1.545761108E0,9.293716431E0
1.920337730E1,3.110656738E-1,1.569686890E0,9.233901978E0
1.920572716E1,3.397827148E-1,1.598403931E0,9.166900635E0
1.920804649E1,3.565368652E-1,1.627120972E0,9.111862183E0
1.921039634E1,3.804626465E-1,1.615158081E0,9.064010620E0
1.921271568E1,3.924255371E-1,1.619934082E0,9.018554688E0
1.921506553E1,4.115600586E-1,1.617553711E0,8.965911865E0
1.921741539E1,4.307098389E-1,1.622329712E0,8.941986084E0
1.921973472E1,4.283142090E-1,1.617553711E0,8.903686523E0
1.922208458E1,4.211425781E-1,1.610366821E0,8.872589111E0
1.922440391E1,3.972015381E-1,1.603195190E0,8.853439331E0
1.922675377E1,3.876342773E-1,1.579269409E0,8.829513550E0
1.922907310E1,3.924255371E-1,1.555328369E0,8.822341919E0
1.923142296E1,3.852386475E-1,1.550552368E0,8.812759399E0
1.923374229E1,3.637084961E-1,1.538589478E0,8.793624878E0
1.923609214E1,3.469543457E-1,1.531402588E0,8.791229248E0
1.923841148E1,3.349914551E-1,1.502685547E0,8.757736206E0
1.924076133E1,3.421783447E-1,1.478759766E0,8.740982056E0
1.924311119E1,3.110656738E-1,1.452438354E0,8.729019165E0
1.924543052E1,2.895355225E-1,1.447662354E0,8.719451904E0
1.924778038E1,2.512512207E-1,1.450057983E0,8.700302124E0
1.925009971E1,2.297058105E-1,1.438079834E0,8.654846191E0
1.925244957E1,2.105712891E-1,1.426116943E0,8.642868042E0
1.925476890E1,1.866455078E-1,1.423736572E0,8.647659302E0
1.925711876E1,1.674957275E-1,1.440475464E0,8.650054932E0
1.925943809E1,1.603240967E-1,1.447662354E0,8.690734863E0
1.926178795E1,1.651000977E-1,1.457229614E0,8.705093384E0
1.926410728E1,1.698913574E-1,1.481155396E0,8.671585083E0
1.926645714E1,1.435699463E-1,1.509872437E0,8.647659302E0
1.926880699E1,1.100769043E-1,1.519439697E0,8.611770630E0
1.927112632E1,9.092712402E-2,1.557723999E0,8.585449219E0
1.927347618E1,7.896423340E-2,1.607971191E0,8.551940918E0
1.927579551E1,7.896423340E-2,1.663009644E0,8.530410767E0
1.927814537E1,1.028900146E-1,1.701293945E0,8.489730835E0
1.928046470E1,1.435699463E-1,1.756332397E0,8.477767944E0
1.928281456E1,1.914215088E-1,1.780258179E0,8.453842163E0
1.928513389E1,2.225341797E-1,1.818542480E0,8.405990601E0
1.928748375E1,2.703857422E-1,1.840087891E0,8.350952148E0
1.928983360E1,2.823486328E-1,1.880752563E0,8.295913696E0
1.929215294E1,3.325958252E-1,1.890335083E0,8.224136353E0
1.929450279E1,3.708801270E-1,1.907073975E0,8.173889160E0
1.929682213E1,3.995971680E-1,1.919036865E0,8.145172119E0
1.929917198E1,4.450683594E-1,1.938186646E0,8.126022339E0
1.930149132E1,4.905242920E-1,1.957336426E0,8.054244995E0
1.930384117E1,5.144500732E-1,1.998001099E0,8.011169434E0
1.930616050E1,5.264282227E-1,2.019546509E0,7.992034912E0
1.930851036E1,4.929199219E-1,2.069793701E0,7.944168091E0
1.931086021E1,4.642028809E-1,2.103286743E0,7.939392090E0
1.931317955E1,4.307098389E-1,2.134399414E0,7.948959351E0
1.931552940E1,3.972015381E-1,2.136795044E0,7.958526611E0
1.931784874E1,3.756713867E-1,2.155929565E0,7.982452393E0
1.932019859E1,3.780670166E-1,2.158325195E0,8.018356323E0
1.932251793E1,3.732757568E-1,2.143966675E0,8.039886475E0
1.932486778E1,3.613128662E-1,2.115249634E0,8.044662476E0
1.932718712E1,3.708801270E-1,2.088928223E0,8.063812256E0
1.932953697E1,3.613128662E-1,2.067398071E0,8.106887817E0
1.933185631E1,3.397827148E-1,2.043472290E0,8.135604858E0
1.933420616E1,3.349914551E-1,2.029113770E0,8.154739380E0
1.933655601E1,3.373870850E-1,2.014755249E0,8.169097900E0
1.933887535E1,3.397827148E-1,2.002792358E0,8.212173462E0
1.934122520E1,3.469543457E-1,1.990829468E0,8.245666504E0
1.934354454E1,3.421783447E-1,1.974075317E0,8.298309326E0
1.934589439E1,3.373870850E-1,1.957336426E0,8.341384888E0
1.934821373E1,3.684997559E-1,1.954940796E0,8.396408081E0
1.935056358E1,3.876342773E-1,1.928619385E0,8.439483643E0
1.935288292E1,4.043884277E-1,1.919036865E0,8.456237793E0
1.935523277E1,4.115600586E-1,1.914260864E0,8.472991943E0
1.935758262E1,4.402770996E-1,1.902297974E0,8.504089355E0
1.935990196E1,4.809570312E-1,1.849655151E0,8.513656616E0
1.936225181E1,4.977111816E-1,1.830505371E0,8.542373657E0
1.936457115E1,5.144500732E-1,1.825729370E0,8.585449219E0
1.936692100E1,5.455627441E-1,1.825729370E0,8.621337891E0
1.936924034E1,5.838470459E-1,1.820938110E0,8.673980713E0
1.937159019E1,5.958099365E-1,1.825729370E0,8.714660645E0
1.937390953E1,6.532440186E-1,1.832901001E0,8.750549316E0
1.937625938E1,6.986999512E-1,1.816146851E0,8.764907837E0
1.937860924E1,7.609100342E-1,1.832901001E0,8.812759399E0
1.938092857E1,8.135528564E-1,1.835296631E0,8.836700439E0
1.938327842E1,8.518524170E-1,1.835296631E0,8.860626221E0
1.938559776E1,8.781585693E-1,1.832901001E0,8.906082153E0
1.938794761E1,9.260253906E-1,1.840087891E0,8.958724976E0
1.939026695E1,9.236297607E-1,1.820938110E0,8.999404907E0
1.939261680E1,9.499511719E-1,1.806579590E0,9.049652100E0
1.939493614E1,9.690856934E-1,1.813766479E0,9.102294922E0
1.939728599E1,9.667053223E-1,1.820938110E0,9.154937744E0
1.939963585E1,9.714813232E-1,1.830505371E0,9.200408936E0
1.940195518E1,9.619140625E-1,1.830505371E0,9.200408936E0
1.940430504E1,9.643096924E-1,1.830505371E0,9.202789307E0
1.940662437E1,9.499511719E-1,1.808975220E0,9.202789307E0
1.940897422E1,9.427795410E-1,1.813766479E0,9.190826416E0
1.941129356E1,9.068756104E-1,1.818542480E0,9.183654785E0
1.941364341E1,8.829498291E-1,1.825729370E0,9.164505005E0
1.941599327E1,8.566284180E-1,1.816146851E0,9.102294922E0
1.941831260E1,8.422698975E-1,1.811370850E0,9.061614990E0
1.942066246E1,8.207397461E-1,1.830505371E0,9.011367798E0
1.942298179E1,8.111724854E-1,1.828109741E0,8.961120605E0
1.942533165E1,7.896270752E-1,1.837692261E0,8.865402222E0
1.942765098E1,8.039855957E-1,1.852050781E0,8.810379028E0
1.943000084E1,8.039855957E-1,1.873580933E0,8.719451904E0
1.943232017E1,7.968139648E-1,1.880752563E0,8.635696411E0
1.943467003E1,7.992095947E-1,1.907073975E0,8.549560547E0
1.943701988E1,7.920227051E-1,1.923828125E0,8.494522095E0
1.943936973E1,8.183441162E-1,1.942977905E0,8.429916382E0
1.944171959E1,7.944183350E-1,1.969299316E0,8.382064819E0
1.944403892E1,8.015899658E-1,1.993225098E0,8.355743408E0
1.944638878E1,7.896270752E-1,2.050643921E0,8.319839478E0
1.944870811E1,7.896270752E-1,2.088928223E0,8.288742065E0
1.945105796E1,7.824554443E-1,2.122436523E0,8.276779175E0
1.945337730E1,7.920227051E-1,2.179855347E0,8.312667847E0
1.945572716E1,7.896270752E-1,2.242080688E0,8.350952148E0
1.945807701E1,7.824554443E-1,2.280364990E0,8.398803711E0
1.946039634E1,7.872314453E-1,2.328216553E0,8.470596313E0
1.946274620E1,7.896270752E-1,2.373687744E0,8.575881958E0
1.946506553E1,8.039855957E-1,2.402389526E0,8.678771973E0
1.946741539E1,8.446655273E-1,2.466995239E0,8.788833618E0
1.946973472E1,8.638153076E-1,2.493316650E0,8.903686523E0
1.947208458E1,8.733825684E-1,2.512466431E0,9.016159058E0
1.947443443E1,8.925170898E-1,2.536392212E0,9.138183594E0
1.947675377E1,9.116668701E-1,2.543563843E0,9.274581909E0
1.947910362E1,9.116668701E-1,2.543563843E0,9.422943115E0
1.948142296E1,9.164581299E-1,2.529220581E0,9.544967651E0
1.948377281E1,9.188385010E-1,2.500503540E0,9.688537598E0
1.948609214E1,9.236297607E-1,2.476577759E0,9.753143311E0
1.948844200E1,9.164581299E-1,2.443069458E0,9.846466064E0
1.949076133E1,9.164581299E-1,2.390426636E0,9.944564819E0
1.949311119E1,8.925170898E-1,2.342575073E0,1.004985046E1
1.949546104E1,8.494567871E-1,2.282745361E0,1.015036011E1
1.949778038E1,8.087768555E-1,2.256439209E0,1.023170471E1
1.950013023E1,7.728881836E-1,2.215759277E0,1.031785583E1
1.950244957E1,7.250213623E-1,2.170288086E0,1.039682007E1
1.950479942E1,6.843414307E-1,2.143966675E0,1.046380615E1
1.950711876E1,6.436767578E-1,2.117645264E0,1.053559875E1
1.950946861E1,6.125640869E-1,2.100891113E0,1.057867432E1
1.951181846E1,5.838470459E-1,2.081756592E0,1.061216736E1
1.951413780E1,5.503540039E-1,2.072189331E0,1.064088440E1
1.951648765E1,4.977111816E-1,2.060226440E0,1.066001892E1
1.951880699E1,4.737854004E-1,2.057830811E0,1.066481018E1
1.952115684E1,4.450683594E-1,2.053039551E0,1.068156433E1
1.952347618E1,4.378814697E-1,2.057830811E0,1.065524292E1
1.952582603E1,4.259185791E-1,2.069793701E0,1.061935425E1
1.952814537E1,4.331054688E-1,2.060226440E0,1.056431580E1
1.953049522E1,4.498443604E-1,2.045867920E0,1.049971008E1
1.953284508E1,4.953155518E-1,2.038681030E0,1.043270874E1
1.953516441E1,5.096740723E-1,2.045867920E0,1.038006592E1
1.953751426E1,5.599212646E-1,2.076965332E0,1.029631042E1
1.953983360E1,6.197357178E-1,2.086547852E0,1.023410034E1
1.954218345E1,6.723785400E-1,2.108078003E0,1.020060730E1
1.954450279E1,7.154541016E-1,2.134399414E0,1.013121033E1
1.954685264E1,7.776641846E-1,2.158325195E0,1.009053040E1
1.954920250E1,8.398742676E-1,2.163116455E0,1.005464172E1
1.955152183E1,8.685913086E-1,2.201400757E0,1.003071594E1
1.955387169E1,9.140625000E-1,2.237289429E0,1.000679016E1
1.955619102E1,9.499511719E-1,2.234893799E0,9.982849121E0
1.955854088E1,9.930267334E-1,2.249252319E0,9.990036011E0
1.956086021E1,1.021728516E0,2.261215210E0,9.985244751E0
1.956321006E1,1.045669556E0,2.256439209E0,9.990036011E0
1.956552940E1,1.048049927E0,2.270782471E0,1.000917053E1
1.956787925E1,1.036087036E0,2.261215210E0,1.003549194E1
1.957022911E1,1.038482666E0,2.237289429E0,1.003788757E1
1.957254844E1,1.004989624E0,2.234893799E0,1.003549194E1
1.957489830E1,9.667053223E-1,2.220535278E0,1.004267883E1
1.957721763E1,9.403839111E-1,2.201400757E0,1.005703735E1
1.957956749E1,8.877410889E-1,2.194213867E0,1.006420898E1
1.958188682E1,8.518524170E-1,2.175079346E0,1.009053040E1
1.958423668E1,8.063812256E-1,2.134399414E0,1.010249329E1
1.958658653E1,7.704925537E-1,2.100891113E0,1.011685181E1
1.958890587E1,7.441711426E-1,2.079360962E0,1.012881470E1
1.959125572E1,7.010955811E-1,2.062606812E0,1.013600159E1
1.959357506E1,6.484527588E-1,2.053039551E0,1.015274048E1
1.959592491E1,6.364898682E-1,2.043472290E0,1.013360596E1
1.959824424E1,6.245269775E-1,2.019546509E0,1.013360596E1
1.960059410E1,6.101684570E-1,2.002792358E0,1.013600159E1
1.960291343E1,5.742797852E-1,1.990829468E0,1.013600159E1
1.960526329E1,5.742797852E-1,1.974075317E0,1.011445618E1
1.960761314E1,5.766754150E-1,1.966903687E0,1.010009766E1
1.960993248E1,5.838470459E-1,1.971679688E0,1.009292603E1
1.961228233E1,5.599212646E-1,1.969299316E0,1.004267883E1
1.961460167E1,5.670928955E-1,1.976470947E0,1.000679016E1
1.961695152E1,5.766754150E-1,1.986038208E0,9.958923340E0
1.961927086E1,6.029968262E-1,2.005187988E0,9.920639038E0
1.962162071E1,6.245269775E-1,2.029113770E0,9.877578735E0
1.962394004E1,6.245269775E-1,2.043472290E0,9.820144653E0
1.962628990E1,6.221313477E-1,2.084152222E0,9.767501831E0
1.962860924E1,6.460571289E-1,2.105682373E0,9.745971680E0
1.963095909E1,6.316986084E-1,2.139190674E0,9.695724487E0
1.963330894E1,6.556396484E-1,2.160720825E0,9.647857666E0
1.963562828E1,6.795654297E-1,2.210968018E0,9.583251953E0
1.963797813E1,7.010955811E-1,2.222930908E0,9.513870239E0
1.964029747E1,7.417755127E-1,2.244461060E0,9.456436157E0
1.964264732E1,7.465667725E-1,2.282745361E0,9.394226074E0
1.964505821E1,7.680969238E-1,2.306686401E0,9.334396362E0
1.964731651E1,7.872314453E-1,2.328216553E0,9.291336060E0
1.964966636E1,8.015899658E-1,2.354537964E0,9.243469238E0
1.965198570E1,8.111724854E-1,2.390426636E0,9.221939087E0
1.965433555E1,8.446655273E-1,2.399993896E0,9.193222046E0
1.965665489E1,8.566284180E-1,2.421539307E0,9.166900635E0
1.965900474E1,8.853454590E-1,2.447860718E0,9.154937744E0
1.966132408E1,9.164581299E-1,2.452636719E0,9.154937744E0
1.966367393E1,9.451599121E-1,2.474182129E0,9.176467896E0
1.966599327E1,9.786682129E-1,2.452636719E0,9.209976196E0
1.966834312E1,9.978027344E-1,2.469390869E0,9.250656128E0
1.967066246E1,1.004989624E0,2.478958130E0,9.272186279E0
1.967301231E1,1.012161255E0,2.486145020E0,9.339187622E0
1.967536216E1,1.000198364E0,2.505279541E0,9.396621704E0
1.967768150E1,9.906311035E-1,2.519638062E0,9.480361938E0
1.968003135E1,9.786682129E-1,2.512466431E0,9.559326172E0
1.968235069E1,9.690856934E-1,2.517242432E0,9.621536255E0
1.968470054E1,9.499511719E-1,2.505279541E0,9.686141968E0
1.968701988E1,9.331970215E-1,2.493316650E0,9.745971680E0
1.968936973E1,9.188385010E-1,2.474182129E0,9.753143311E0
1.969171959E1,9.020996094E-1,2.457427979E0,9.781860352E0
1.969403892E1,8.590240479E-1,2.414352417E0,9.836898804E0
1.969638878E1,8.135528564E-1,2.371292114E0,9.901504517E0
1.969870811E1,7.776641846E-1,2.340179443E0,9.939788818E0
1.970105796E1,7.417755127E-1,2.301895142E0,9.994827271E0
1.970337730E1,7.082824707E-1,2.270782471E0,1.002352905E1
1.970572716E1,6.915283203E-1,2.230117798E0,1.007856750E1
1.970804649E1,6.580200195E-1,2.201400757E0,1.011924744E1
1.971039634E1,6.221313477E-1,2.172683716E0,1.016709900E1
1.971274620E1,5.934143066E-1,2.141571045E0,1.020300293E1
1.971506553E1,5.647125244E-1,2.127212524E0,1.023889160E1
1.971741539E1,5.431671143E-1,2.120040894E0,1.026281738E1
1.971973472E1,5.431671143E-1,2.088928223E0,1.030110168E1
1.972208458E1,5.551300049E-1,2.093719482E0,1.033221436E1
1.972440391E1,5.599212646E-1,2.096115112E0,1.035614014E1
1.972678428E1,5.647125244E-1,2.081756592E0,1.038485718E1
1.972910362E1,5.814514160E-1,2.065002441E0,1.040159607E1
1.973145347E1,6.006011963E-1,2.067398071E0,1.041595459E1
1.973380333E1,6.316986084E-1,2.055435181E0,1.043031311E1
1.973612266E1,6.723785400E-1,2.026718140E0,1.043510437E1
1.973847252E1,7.058868408E-1,2.036285400E0,1.041117859E1
1.974079185E1,7.346038818E-1,2.065002441E0,1.037767029E1
1.974314171E1,7.704925537E-1,2.055435181E0,1.033221436E1
1.974546104E1,8.279113770E-1,2.086547852E0,1.030110168E1
1.974781090E1,8.685913086E-1,2.105682373E0,1.023649597E1
1.975013023E1,8.973083496E-1,2.124832153E0,1.015513611E1
1.975248008E1,9.403839111E-1,2.146362305E0,1.007139587E1
1.975482994E1,9.762725830E-1,2.155929565E0,1.001156616E1
1.975714927E1,1.004989624E0,2.170288086E0,9.939788818E0
1.975949913E1,1.019348145E0,2.184646606E0,9.848861694E0
1.976181846E1,1.036087036E0,2.194213867E0,9.772293091E0
1.976416832E1,1.050445557E0,2.194213867E0,9.743576050E0
1.976648765E1,1.088729858E0,2.187042236E0,9.655044556E0
1.976883751E1,1.100692749E0,2.203796387E0,9.568893433E0
1.977118736E1,1.117446899E0,2.201400757E0,9.489929199E0
1.977350670E1,1.127014160E0,2.215759277E0,9.434906006E0
1.977585655E1,1.131805420E0,2.218139648E0,9.370300293E0
1.977817588E1,1.112655640E0,2.213363647E0,9.293716431E0
1.978052574E1,1.103088379E0,2.225326538E0,9.238693237E0
1.978284508E1,1.095916748E0,2.232498169E0,9.207580566E0
1.978519493E1,1.086334229E0,2.242080688E0,9.159729004E0
1.978751426E1,1.067199707E0,2.256439209E0,9.154937744E0
1.978986412E1,1.057632446E0,2.249252319E0,9.138183594E0
1.979218345E1,1.036087036E0,2.254043579E0,9.111862183E0
1.979453331E1,1.019348145E0,2.263610840E0,9.097518921E0
1.979688316E1,1.012161255E0,2.256439209E0,9.078369141E0
1.979920250E1,9.978027344E-1,2.273178101E0,9.090332031E0
1.980155235E1,9.810638428E-1,2.275573730E0,9.104690552E0
1.980387169E1,9.571228027E-1,2.289932251E0,9.092727661E0
1.980622154E1,9.427795410E-1,2.277969360E0,9.061614990E0
1.980854088E1,9.427795410E-1,2.282745361E0,9.049652100E0
1.981089073E1,9.403839111E-1,2.287536621E0,9.054443359E0
1.981321006E1,9.451599121E-1,2.304290771E0,9.044876099E0
1.981555992E1,9.427795410E-1,2.323425293E0,9.035293579E0
1.981787925E1,9.619140625E-1,2.330612183E0,9.028121948E0
1.982022911E1,9.786682129E-1,2.335388184E0,9.020935059E0
1.982257896E1,9.882354736E-1,2.342575073E0,8.989837646E0
1.982489830E1,1.002593994E0,2.344970703E0,8.946762085E0
1.982724815E1,1.014556885E0,2.359329224E0,8.927627563E0
1.982956749E1,1.016952515E0,2.361709595E0,8.872589111E0
