"Time (s)","Pressure (hPa)"
1.930296281E1,1.007218140E3
1.934141496E1,1.007218140E3
1.937986711E1,1.007221985E3
1.941831926E1,1.007221985E3
1.945677140E1,1.007221985E3
1.949522355E1,1.007221985E3
1.953367570E1,1.007221985E3
1.957215837E1,1.007223022E3
1.961058000E1,1.007223022E3
1.964903215E1,1.007223022E3
1.968748429E1,1.007223022E3
1.972593644E1,1.007217896E3
1.976444963E1,1.007217896E3
1.980284074E1,1.007217896E3
1.984132341E1,1.007217896E3
1.987974504E1,1.007231262E3
1.991819718E1,1.007231262E3
1.995664933E1,1.007231262E3
1.999510148E1,1.007231262E3
2.003355363E1,1.007231262E3
2.007200578E1,1.007231262E3
2.011048844E1,1.007231262E3
2.014891008E1,1.007231262E3
2.018736222E1,1.007231262E3
2.022581437E1,1.007240234E3
2.026426652E1,1.007240234E3
2.030271867E1,1.007240234E3
2.034117082E1,1.007240234E3
2.037962297E1,1.007240967E3
2.041850236E1,1.007240967E3
2.045652726E1,1.007240967E3
2.049497941E1,1.007240967E3
2.053343156E1,1.007240967E3
2.057188371E1,1.007232300E3
2.061033586E1,1.007232300E3
2.064878800E1,1.007232300E3
2.068727067E1,1.007232300E3
2.072569230E1,1.007234436E3
2.076414445E1,1.007234436E3
2.080259660E1,1.007234436E3
2.084104875E1,1.007234436E3
2.087950090E1,1.007237854E3
2.091795304E1,1.007237854E3
2.095640519E1,1.007237854E3
2.099488786E1,1.007237854E3
2.103330949E1,1.007237854E3
2.107240251E1,1.007239624E3
2.111021379E1,1.007239624E3
2.114866594E1,1.007239624E3
2.118711808E1,1.007239624E3
2.122557023E1,1.007238525E3
2.126405290E1,1.007238525E3
2.130247453E1,1.007238525E3
2.134092668E1,1.007238525E3
2.137937883E1,1.007242004E3
2.141783097E1,1.007242004E3
2.145628312E1,1.007242004E3
2.149473527E1,1.007242004E3
2.153318742E1,1.007242004E3
2.157167008E1,1.007245850E3
2.161009172E1,1.007245850E3
2.164854386E1,1.007245850E3
2.168699601E1,1.007245850E3
2.172544816E1,1.007237183E3
2.176390031E1,1.007237183E3
2.180235246E1,1.007237183E3
2.184083512E1,1.007237183E3
2.187925676E1,1.007235474E3
2.191770890E1,1.007235474E3
2.195616105E1,1.007235474E3
2.199461320E1,1.007235474E3
2.203306535E1,1.007235474E3
2.207151750E1,1.007241333E3
2.210996965E1,1.007241333E3
2.214845231E1,1.007241333E3
2.218687394E1,1.007241333E3
2.222532609E1,1.007236145E3
2.226377824E1,1.007236145E3
2.230223039E1,1.007236145E3
2.234068254E1,1.007236145E3
2.237913468E1,1.007232056E3
2.241776994E1,1.007232056E3
2.245603898E1,1.007232056E3
2.249449113E1,1.007232056E3
2.253294328E1,1.007232056E3
2.257139543E1,1.007233765E3
2.260984758E1,1.007233765E3
2.264829972E1,1.007233765E3
2.268678239E1,1.007233765E3
2.272520402E1,1.007236206E3
2.276365617E1,1.007236206E3
2.280210832E1,1.007236206E3
2.284056047E1,1.007236206E3
2.287901262E1,1.007239990E3
2.291746476E1,1.007239990E3
2.295591691E1,1.007239990E3
2.299439958E1,1.007239990E3
2.303282121E1,1.007239990E3
2.307173112E1,1.007233765E3
2.310972550E1,1.007233765E3
2.314817765E1,1.007233765E3
2.318662980E1,1.007233765E3
2.322508195E1,1.007232422E3
2.326356462E1,1.007232422E3
2.330198625E1,1.007232422E3
2.334147599E1,1.007232422E3
2.337889054E1,1.007241699E3
2.341734269E1,1.007241699E3
2.345579484E1,1.007241699E3
2.349424699E1,1.007241699E3
2.353269914E1,1.007241699E3
2.357118180E1,1.007235229E3
2.360960344E1,1.007235229E3
2.364805558E1,1.007235229E3
2.368650773E1,1.007235229E3
2.372495988E1,1.007232422E3
2.376341203E1,1.007232422E3
2.380186418E1,1.007232422E3
2.384034684E1,1.007232422E3
2.387876847E1,1.007240356E3
2.391722062E1,1.007240356E3
2.395567277E1,1.007240356E3
2.399412492E1,1.007240356E3
2.403257707E1,1.007240356E3
2.407102922E1,1.007251404E3
2.410948136E1,1.007251404E3
2.414796403E1,1.007251404E3
2.418638566E1,1.007251404E3
2.422483781E1,1.007255859E3
2.426328996E1,1.007255859E3
2.430174211E1,1.007255859E3
2.434019426E1,1.007255859E3
2.437864640E1,1.007274536E3
2.441712893E1,1.007274536E3
2.445555056E1,1.007274536E3
2.449400271E1,1.007274536E3
2.453245486E1,1.007274536E3
2.457090701E1,1.007298645E3
2.460935916E1,1.007298645E3
2.464781130E1,1.007298645E3
2.468629397E1,1.007298645E3
2.472471560E1,1.007301025E3
2.476316775E1,1.007301025E3
2.480161990E1,1.007301025E3
2.484007205E1,1.007301025E3
2.487852419E1,1.007303833E3
2.491697634E1,1.007303833E3
2.495542849E1,1.007303833E3
2.499391116E1,1.007303833E3
2.503233279E1,1.007303833E3
2.507096804E1,1.007315552E3
2.510923708E1,1.007315552E3
2.514768923E1,1.007315552E3
2.518614138E1,1.007315552E3
2.522459353E1,1.007311462E3
2.526307620E1,1.007311462E3
2.530149783E1,1.007311462E3
2.533994998E1,1.007311462E3
2.537840212E1,1.007312866E3
2.541685427E1,1.007312866E3
2.545530642E1,1.007312866E3
2.549375857E1,1.007312866E3
2.553221072E1,1.007314941E3
2.557069338E1,1.007314941E3
2.560911502E1,1.007314941E3
2.564756716E1,1.007314941E3
2.568601931E1,1.007314941E3
2.572495974E1,1.007325256E3
2.576292361E1,1.007325256E3
2.580137576E1,1.007325256E3
2.583985842E1,1.007325256E3
2.587828005E1,1.007337036E3
2.591673220E1,1.007337036E3
2.595518435E1,1.007337036E3
2.599363650E1,1.007337036E3
2.603208865E1,1.007343567E3
2.607054080E1,1.007343567E3
2.610899294E1,1.007343567E3
2.614747561E1,1.007343567E3
2.618589724E1,1.007343567E3
2.622434939E1,1.007342896E3
2.626280154E1,1.007342896E3
2.630125369E1,1.007342896E3
2.633970584E1,1.007342896E3
2.637815798E1,1.007351196E3
2.641664065E1,1.007351196E3
2.645506228E1,1.007351196E3
2.649351443E1,1.007351196E3
2.653196658E1,1.007355652E3
2.657041873E1,1.007355652E3
2.660887087E1,1.007355652E3
2.664732302E1,1.007355652E3
2.668577517E1,1.007355652E3
2.672425784E1,1.007352234E3
2.676267947E1,1.007352234E3
2.680113162E1,1.007352234E3
2.683958376E1,1.007352234E3
2.687803591E1,1.007352234E3
2.691648806E1,1.007352234E3
2.695494021E1,1.007352234E3
2.699342288E1,1.007352234E3
2.703184451E1,1.007367432E3
2.707029666E1,1.007367432E3
2.710877932E1,1.007367432E3
2.714720095E1,1.007367432E3
2.718565310E1,1.007367432E3
2.722410525E1,1.007372253E3
2.726258792E1,1.007372253E3
2.730100955E1,1.007372253E3
2.733946169E1,1.007372253E3
2.737791384E1,1.007385742E3
2.741636599E1,1.007385742E3
2.745481814E1,1.007385742E3
2.749327029E1,1.007385742E3
2.753172244E1,1.007389160E3
2.757020510E1,1.007389160E3
2.760862673E1,1.007389160E3
2.764707888E1,1.007389160E3
2.768553103E1,1.007389160E3
2.772431887E1,1.007392639E3
2.776243533E1,1.007392639E3
2.780088748E1,1.007392639E3
2.783937014E1,1.007392639E3
2.787779177E1,1.007395752E3
2.791624392E1,1.007395752E3
2.795469607E1,1.007395752E3
2.799314822E1,1.007395752E3
2.803160037E1,1.007400940E3
2.807005252E1,1.007400940E3
2.810850466E1,1.007400940E3
2.814698733E1,1.007400940E3
2.818540896E1,1.007400940E3
2.822386111E1,1.007413391E3
2.826231326E1,1.007413391E3
2.830076541E1,1.007413391E3
2.833921755E1,1.007413391E3
2.838056887E1,1.007418579E3
2.841615237E1,1.007418579E3
2.845457400E1,1.007418579E3
2.849302615E1,1.007418579E3
2.853147830E1,1.007425171E3
2.856993044E1,1.007425171E3
2.860838259E1,1.007425171E3
2.864683474E1,1.007425171E3
2.868528689E1,1.007425171E3
2.872376956E1,1.007432739E3
2.876219119E1,1.007432739E3
2.880064334E1,1.007432739E3
2.883909548E1,1.007432739E3
2.887754763E1,1.007438293E3
2.891599978E1,1.007438293E3
2.895445193E1,1.007438293E3
2.899293460E1,1.007438293E3
2.903135623E1,1.007443481E3
2.906980837E1,1.007443481E3
2.910826052E1,1.007443481E3
2.914671267E1,1.007443481E3
2.918669070E1,1.007443481E3
2.922361697E1,1.007443481E3
2.926206912E1,1.007443481E3
2.930055178E1,1.007443481E3
2.933897341E1,1.007443481E3
2.937742556E1,1.007438293E3
2.941587771E1,1.007438293E3
2.945432986E1,1.007438293E3
2.949278201E1,1.007438293E3
2.953123416E1,1.007434204E3
2.956971682E1,1.007434204E3
2.960813845E1,1.007434204E3
2.964659060E1,1.007434204E3
2.968504275E1,1.007434204E3
2.972358645E1,1.007437622E3
2.976194705E1,1.007437622E3
2.980039919E1,1.007437622E3
2.983888186E1,1.007437622E3
2.987730349E1,1.007433533E3
2.991575564E1,1.007433533E3
2.995420779E1,1.007433533E3
2.999281252E1,1.007433533E3
3.003111208E1,1.007431519E3
3.006956423E1,1.007431519E3
3.010801638E1,1.007431519E3
3.014649905E1,1.007431519E3
3.018492068E1,1.007431519E3
3.022337283E1,1.007436646E3
3.026182498E1,1.007436646E3
3.030027712E1,1.007436646E3
3.033872927E1,1.007436646E3
3.037757815E1,1.007433228E3
3.041566409E1,1.007433228E3
3.045408572E1,1.007433228E3
3.049253787E1,1.007433228E3
3.053099002E1,1.007425659E3
3.056944216E1,1.007425659E3
3.060789431E1,1.007425659E3
3.064634646E1,1.007425659E3
3.068479861E1,1.007425659E3
3.072328127E1,1.007432556E3
3.076170291E1,1.007432556E3
3.080015505E1,1.007432556E3
3.083860720E1,1.007432556E3
3.087705935E1,1.007430542E3
3.091551150E1,1.007430542E3
3.095396365E1,1.007430542E3
3.099244631E1,1.007430542E3
3.103086794E1,1.007427063E3
3.106932009E1,1.007427063E3
3.110777224E1,1.007427063E3
3.114622439E1,1.007427063E3
3.118467654E1,1.007427063E3
3.122312869E1,1.007434326E3
3.126158084E1,1.007434326E3
3.130006350E1,1.007434326E3
3.133848513E1,1.007434326E3
3.137693728E1,1.007430908E3
3.141541995E1,1.007430908E3
3.145384158E1,1.007430908E3
3.149229373E1,1.007430908E3
3.153074587E1,1.007428833E3
3.156922854E1,1.007428833E3
3.160765017E1,1.007428833E3
3.164610232E1,1.007428833E3
3.168455447E1,1.007428833E3
3.172303713E1,1.007437500E3
3.176145876E1,1.007437500E3
3.179991091E1,1.007437500E3
3.183836306E1,1.007437500E3
3.187684573E1,1.007440918E3
3.191526736E1,1.007440918E3
3.195371951E1,1.007440918E3
3.199217166E1,1.007440918E3
3.203062380E1,1.007447510E3
3.206907595E1,1.007447510E3
3.210752810E1,1.007447510E3
3.214601077E1,1.007447510E3
3.218443240E1,1.007447510E3
3.222288455E1,1.007460266E3
3.226133669E1,1.007460266E3
3.229978884E1,1.007460266E3
3.233824099E1,1.007460266E3
3.237687625E1,1.007465088E3
3.241514529E1,1.007465088E3
3.245359744E1,1.007465088E3
3.249204959E1,1.007465088E3
3.253056277E1,1.007463379E3
3.256892336E1,1.007463379E3
3.260740603E1,1.007463379E3
3.264585818E1,1.007463379E3
3.268431033E1,1.007463379E3
3.272279299E1,1.007466858E3
3.276121462E1,1.007466858E3
3.279966677E1,1.007466858E3
3.283811892E1,1.007466858E3
3.287657107E1,1.007473389E3
3.291502322E1,1.007473389E3
3.295347537E1,1.007473389E3
3.299195803E1,1.007473389E3
3.303086794E1,1.007485474E3
3.306883181E1,1.007485474E3
3.310728396E1,1.007485474E3
3.314573611E1,1.007485474E3
3.318418826E1,1.007485474E3
3.322264040E1,1.007493408E3
3.326109255E1,1.007493408E3
3.329957522E1,1.007493408E3
3.333799685E1,1.007493408E3
